"WorkID","Title","Author","Year","NumBorrowers","x","y"
20470,"Throwback, The: A Romance of the South-West","Lewis","1906",47,-29.3047847841428,19.8011411716677
20179,"Pagan's Cup, The","Hume","",40,-22.8348947796588,2.43431675726724
3735,"Garthowen","Raine","",69,-37.5538517007476,17.8448206101726
526002860,"Mary Rock; or, My Adventures in Texas","St John","1860",30,-0.830740921544363,-20.2668953915904
455146186,"Settler of Silver Creek, The","Whitaker","",39,-33.9688196672315,26.3380405727175
16091,"Shadow of a Vendetta, The","Gunter","",23,-28.8118510783375,28.2846427731316
776373186,"International Spy, The","Upward","1905",41,-31.1531630277839,16.1911058920887
1690838047,"Jack Hinton, the Guardsman","Lever","1843",44,7.4605915533347,-12.5952550470174
-1241473171,"House with the Green Shutters, The","Douglas","1901",19,-2.42485812332848,11.8419166315360
-1270270050,"Brownrigg Papers, The","Jerrold","1860",72,10.6864441831294,-19.1986589403675
1192913671,"Lady Betty across the Water","Williamson","1906",52,-13.6325562274807,14.9557695186929
1025766817,"Strangers and Pilgrims","Braddon","1873",20,40.3953974170884,-7.16804341215612
-552051964,"My Love","Linton","1881",39,42.8481434267809,-7.36374970074751
1831846909,"Fortunes of Oliver Horn, The","Smith","1904",16,-1.37787408317303,13.4514709753269
-1129636013,"He Would Be a Gentleman","Lover","1856",32,12.3117398237148,-14.0615176771975
829772666,"Ring and the Man, The","Brady","1909",72,-25.7399917936847,-10.8103084561145
1905921917,"Dorothy's Double","Henty","1894",63,28.3129666449002,0.301816466671158
20327,"Sandy's Selection","Rudd","",51,-25.7391254952306,11.6582711762587
3643,"Benita","Haggard","",75,-30.2332762441854,20.2820424836601
1794350499,"Ghost Kings, The","Haggard","1908",24,-28.5527904736507,28.3650137370798
-1988766690,"Doctor Xavier","Pemberton","1903",64,-40.6675735011849,26.9306426095938
-1900821874,"Faith of Men and Other Stories, The","London","1904",22,-24.0390427098578,15.5310669342787
41395658,"Mission, The; or, Scenes in Africa","Marryat","1845",20,1.77077494463030,-4.05615189245448
153355722,"Season Ticket, The","Haliburton","1860",24,9.9405475469829,-21.1823048797151
1927473477,"Ivors","Sewell","1856",20,-4.11509089478272,-15.3107193981321
19965,"Kit Kennedy","Crockett","",41,2.11876004622443,14.37779248119
1787929558,"Marvellous Adventures and Rare Conceits of Tyll Owlglass, The","Mackenzie","1860",22,6.7777708493542,-15.1972852037769
-81796576,"Red Cravat, The","Sheppard","1905",17,-0.736046276891372,15.0707842002309
20486,"Travers: A Story of the San Francisco Earthquake","Dean","1908",65,-32.9780944955324,31.4551104918315
-26646106,"Little Lord Fauntleroy","Burnett","1883",33,35.8022041099795,-12.7087740057788
-450771329,"Growing towards the Light","Doudy","1909",18,-22.0540896448119,-16.2700562642313
1590734314,"American Woman, An","Swan","1900",37,-42.0870928598087,1.52822951680431
859668090,"Sherrods, The","McCutcheon","1903",35,-40.381915924087,18.357482938892
-2002633586,"Merry Anne, The","Merwin","1904",15,-2.0086230894487,17.2102025281277
1239722660,"Dr. Burton's Success","Gunter","1908",24,-27.8379753128379,28.9362544808226
1216793776,"Wee Willie Winkie and Other Child Stories","Kipling","1888",35,24.2100940438246,-14.3725199300036
3819,"Crisis, The","Churchill","1901",89,31.8547264625446,10.4563241022226
-958725997,"Flame of Fire, A","Hocking","1903",79,-20.7229159417471,3.15896942076071
-556831949,"Infatuation of the Countess, The","White","1899",32,-29.3646220461821,0.380104355298047
-1526581491,"Anne of Green Gables","Montgomery","1908",40,-20.7469845748418,32.8466122299773
-1441698088,"Diary of a Journey from the Mississippi to the Coasts of the Pacific","Moellhausen","1858",19,0.759067891126893,-19.8867750325868
-489609918,"Guy Fawkes","Ainsworth","1841",29,13.6781831659260,-11.8934319612990
-1017053915,"Against Wind and Tide","Lee","1859",29,-6.15163619439655,-17.3526663827658
2153,"Allan's Wife","Haggard","1889",53,-12.0798304876892,-15.2413437643698
21121,"On Tour with Troddles","Andom","1909",24,-26.3243556409915,31.4995695177684
5481,"Grafters, The","Lynde","1904",81,0.164235296592987,19.4433018246291
19936,"Jess","Haggard","",65,46.4463771046387,-1.56512820264698
20463,"Three Musketeers, The","Dumas","",37,-2.93841026026915,-13.5135645838159
-669461858,"In Haste and at Leisure","Linton","1895",30,29.5614821169697,-10.2493904183443
2000715151,"Profit and Loss","Oxenham","1906",41,-17.7621672283409,17.6302685355885
-1816286183,"One of Them","Lever","1861",65,4.60461402614281,-27.4634910491944
841324394,"Grey Man, The","Crockett","1896",33,30.0318022189061,-1.99118932882952
-1975363357,"Conspirators","Oppenheim","1907",44,-22.0767249722101,25.9695773257625
3806,"Count of Monte Christo, The","Dumas","",29,-8.55702124405266,-8.22235359909894
125336829,"Aspen Court: A Story of Our Own Time","Brooks","1855",51,0.941174446369814,-23.570160062891
1750464567,"Candles in the Wind","Diver","1909",21,-19.1109864127151,-12.6579151384340
-760997843,"Love Grown Cold","Swan","1902",36,-42.0220377536557,1.53224188973586
-1580417247,"Agnes Tremorne","Blagden","1861",34,-1.54713552770683,-26.3986622036557
20536,"We of the Never Never","Gunn","",32,-22.9069444640134,-17.9586238828320
-1836733960,"Blazed Trail Stories","White","1904",23,-18.7326611158257,12.1132394250720
20381,"Smoking Flax","Hocking","",101,-5.9124244678391,17.4849234157355
-1662114132,"Pirates of the Prairies, The","Aimard","1861",30,-0.124578163189156,-3.19405679796798
701011270,"Not So Bad after All","Gould","1897",21,-34.9630287069343,-6.80668902844367
-214573143,"Big Fellow, The","Palmer","1910",45,-21.6602033027799,31.1835117101551
2622,"Red Morn","Pemberton","1904",55,34.3734639763922,19.3595560489802
20011,"Lost Square, The","Meade","",42,-21.5860702382119,4.19806647547855
20462,"Three Men in a Boat","Jerome","",53,-14.112186289048,-8.10049993545472
-648917119,"Stories of Waterloo","Maxwell","1834",21,13.7534137918647,-7.46234829118467
20397,"Speculator, The","Malvery","",17,-16.30878549009,-34.2607005782911
20115,"Mistress Nancy Molesworth","Hocking","1898",47,35.7804996264635,16.6487338118926
-1348010855,"Mrs Keith Hamilton M.B.","Swan","1897",32,33.9364897729695,4.10055286276735
-1191896232,"Shadow of Ashlydyat, The","Wood","1863",23,45.9517412001009,-16.4623537230070
-117151922,"Glengarry Days","Connor","1902",97,-32.9714813345047,3.31746996283811
-1499334607,"Tallangetta, the Squatter's Home. A Song of Australian Life","Howitt","1857",23,5.78824016995232,-13.6662897349579
-2112537480,"Semi-Attached Couple, The","Eden","1860",44,-3.35495686504583,-19.8009047561942
-1335900789,"Grey and Gold","Worboise","1870",32,39.8193712079666,-16.0763074869096
705481455,"Donna Quixote","McCarthy","1879",19,31.6363260358064,-10.4530466353816
911968862,"Mystery of Mirbridge","Payn","1888",29,38.4980845911493,-19.0916081632071
20084,"Miner's Right, The","Boldrewood","1890",33,27.0034806277975,-22.8034109610468
293371594,"Guavas the Tinner","Baring-Gould","",19,-22.0939972594005,9.09158376774005
-671363512,"Eugene Aram","Lytton","1832",23,16.3080870844277,-25.7070970506197
2127,"Oliver Twist","Dickens","",56,-4.15588045571319,-6.72976377091902
-1065515513,"Double Knot, A","Fenn","1890",24,37.4503262642764,-10.0210693825437
19920,"Invasion of 1910, The","Le Queux","",26,-7.73694571676414,-33.1677880932824
617032725,"Young Girl's Wooing, A","Roe","1884",66,39.9514873678963,-9.92713218181713
-385991763,"Colonel Quaritch, VC","Haggard","1889",42,36.1245114768037,-4.74524986768664
3661,"Black Arrow, The","Stevenson","1888",33,27.6569618844429,9.64068075936953
20090,"Missioner, The","Oppenheim","",79,-21.9305714260399,26.6489326741659
19868,"Hard Cash","Reade","",35,20.7140266999062,-18.5663185606881
-623216125,"Tregeagle's Head","Hocking","1890",26,27.8246973295962,15.8319183317114
-492359368,"Hearts and Masks","McGrath","1905",38,-33.5113009916956,22.2803108452186
3650,"Beyond","Bullen","",27,-21.1003707125156,-11.0630515101588
20516,"Velvet Glove, The","Merriman","",41,-21.8184670662484,-10.8948062099401
-1886753591,"Charles O'Malley","Lever","1840",37,-6.0167117394265,-2.82305739118713
-250406154,"Lorenzo Benoni; or, Passages in the Life of an Italian","Ruffini","1853",27,-7.17716328400625,-18.1640645551131
-794780498,"Cherry's Child","Winter","1904",54,-38.9774186269452,11.2790786020345
1908450375,"Queen of Hearts, The","Collins","1859",52,4.96547883107917,-18.7283421347636
20025,"Maid of the Silver Sea","Oxenham","",35,-9.86427385299282,3.11050217039123
586963223,"Kiss of the Enemy, The","Hill","1904",38,-31.7684143898854,7.77693962057047
