"WorkID","Title","Author","Year","NumBorrowers","x","y"
20470,"Throwback, The: A Romance of the South-West","Lewis","1906",47,55.2463929697228,0.885277436012764
20179,"Pagan's Cup, The","Hume","",40,30.3560771765191,-32.547091501538
3735,"Garthowen","Raine","",69,61.1952962127631,-14.4490865801316
526002860,"Mary Rock; or, My Adventures in Texas","St John","1860",30,4.39988871228761,-37.4123028277143
455146186,"Settler of Silver Creek, The","Whitaker","",39,67.5654285811262,3.93603238505324
16091,"Shadow of a Vendetta, The","Gunter","",23,60.3716332092957,16.6098518202763
776373186,"International Spy, The","Upward","1905",41,54.4276716390864,-10.5259423119076
1690838047,"Jack Hinton, the Guardsman","Lever","1843",44,-17.9154474614762,-30.4622186164228
-1241473171,"House with the Green Shutters, The","Douglas","1901",19,25.622376213951,61.0518410049424
-1270270050,"Brownrigg Papers, The","Jerrold","1860",72,2.63705642370143,-33.8100335797102
1192913671,"Lady Betty across the Water","Williamson","1906",52,12.9636325747487,4.38948031690204
1025766817,"Strangers and Pilgrims","Braddon","1873",20,-49.152053606088,19.4376463209989
-552051964,"My Love","Linton","1881",39,-52.6148471764739,9.57014262316107
1831846909,"Fortunes of Oliver Horn, The","Smith","1904",16,28.2090621603874,59.8567355772199
-1129636013,"He Would Be a Gentleman","Lover","1856",32,-19.219058523435,-35.0273511281839
829772666,"Ring and the Man, The","Brady","1909",72,-63.403231922486,-28.0963083635936
1905921917,"Dorothy's Double","Henty","1894",63,-30.1350871491746,20.0465998599638
20327,"Sandy's Selection","Rudd","",51,25.9426899692761,-1.29635048308465
3643,"Benita","Haggard","",75,55.3410674650050,3.07845540556875
1794350499,"Ghost Kings, The","Haggard","1908",24,60.1888541426675,17.5085171662962
-1988766690,"Doctor Xavier","Pemberton","1903",64,45.8912140907475,10.7843567687109
-1900821874,"Faith of Men and Other Stories, The","London","1904",22,42.5155509063162,-2.50616916862882
41395658,"Mission, The; or, Scenes in Africa","Marryat","1845",20,7.3550992176087,-41.8137058078431
153355722,"Season Ticket, The","Haliburton","1860",24,-3.97891562365386,-41.4998516859309
1927473477,"Ivors","Sewell","1856",20,-9.82316261799065,-45.5537385026873
19965,"Kit Kennedy","Crockett","",41,35.142595786169,58.0737469822095
1787929558,"Marvellous Adventures and Rare Conceits of Tyll Owlglass, The","Mackenzie","1860",22,-5.50561149871868,-34.8205945911875
-81796576,"Red Cravat, The","Sheppard","1905",17,30.0353081056322,60.6510604874979
20486,"Travers: A Story of the San Francisco Earthquake","Dean","1908",65,68.2277473501932,20.8165348810666
-26646106,"Little Lord Fauntleroy","Burnett","1883",33,-60.8395979157363,23.8327989636785
-450771329,"Growing towards the Light","Doudy","1909",18,-54.6858584548676,-33.9574213992781
1590734314,"American Woman, An","Swan","1900",37,47.4538586077175,-42.1207535247528
859668090,"Sherrods, The","McCutcheon","1903",35,67.5890949608477,-2.19363204648115
-2002633586,"Merry Anne, The","Merwin","1904",15,35.5676165341717,67.8461442309705
1239722660,"Dr. Burton's Success","Gunter","1908",24,58.6180019587512,16.3191553891664
1216793776,"Wee Willie Winkie and Other Child Stories","Kipling","1888",35,-68.557354377671,32.7564325592622
3819,"Crisis, The","Churchill","1901",89,-24.2830691397194,51.1022266040773
-958725997,"Flame of Fire, A","Hocking","1903",79,27.3151023082941,-28.0337905436066
-556831949,"Infatuation of the Countess, The","White","1899",32,28.8294332560964,-15.4807106608524
-1526581491,"Anne of Green Gables","Montgomery","1908",40,47.6919467879496,34.7654247633398
-1441698088,"Diary of a Journey from the Mississippi to the Coasts of the Pacific","Moellhausen","1858",19,4.12755468162818,-47.4178233791473
-489609918,"Guy Fawkes","Ainsworth","1841",29,-11.7416124733316,-37.8783677063383
-1017053915,"Against Wind and Tide","Lee","1859",29,-18.9303015406343,-60.5971719221794
2153,"Allan's Wife","Haggard","1889",53,1.84319967999169,-27.9516220994329
21121,"On Tour with Troddles","Andom","1909",24,53.7718048207312,21.7214418536705
5481,"Grafters, The","Lynde","1904",81,37.2231316122336,71.6614714979486
19936,"Jess","Haggard","",65,-67.6806714831739,26.4919797224303
20463,"Three Musketeers, The","Dumas","",37,0.0859064604639137,-31.1947430738859
-669461858,"In Haste and at Leisure","Linton","1895",30,-35.7160193505252,16.5714114287029
2000715151,"Profit and Loss","Oxenham","1906",41,23.2741487594515,1.43956725724921
-1816286183,"One of Them","Lever","1861",65,13.7291302841507,-50.3377552794391
841324394,"Grey Man, The","Crockett","1896",33,-52.8739317246564,43.3250553981553
-1975363357,"Conspirators","Oppenheim","1907",44,50.1033084569043,8.4449939381394
3806,"Count of Monte Christo, The","Dumas","",29,13.8895034031886,-39.8701884201021
125336829,"Aspen Court: A Story of Our Own Time","Brooks","1855",51,-5.95668707877292,-67.7075301879552
1750464567,"Candles in the Wind","Diver","1909",21,-50.0705579145138,-24.9277519048081
-760997843,"Love Grown Cold","Swan","1902",36,47.3746050206363,-42.1235682054818
